"ID","participantNr","period","gender","nAnimals","estimate","socialInfo","estimate_revised","s","target","d_target","IOS","treatment","classR","otherNr","age","self_popularity","std_self_popularity","self_indegree","std_self_indegree","self_smart","std_self_smart","eigenCentralitySelf","BetweenesSelf","distance","friends_xy","popular_xy","smart_xy","other_p_indegree","std_other_p_indegree","other_p_popularity","std_other_p_popularity","other_p_smart","std_other_p_smart","eigenCentralityOther","BetweenesOther","perc_self_indegree","perc_self_popularity","perc_self_smart","perc_other_p_indegree","perc_other_p_popularity","perc_other_smart","friendANDnonFriend","diffPeers","heuristic","friend","norme1","norme2","error1","error2","percent_error1","percent_error2","improvement","improvementnorm","dist","improved","improved_factor","under","under_factor","under_e2","under_factor_e2","copy","stay"
2,10087,1,"female",53,32,37,35,0.6,38.4,1.4,2,0,100,10099,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,2,0,0,0,6,-0.168212055933954,0,-0.666199965342534,2,-0.494889133278645,0.450261718079341,0.00261437908496732,0.277777777777778,0.444444444444444,0,0.333333333333333,0,0.111111111111111,1,1,2,0,0.60377358490566,0.660377358490566,21,18,39.622641509434,33.9622641509434,3,0.0566037735849057,5,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
2,10087,2,"female",50,45,39,44,0.166666666666667,54,15,2,0,100,10099,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,2,0,0,0,6,-0.168212055933954,0,-0.666199965342534,2,-0.494889133278645,0.450261718079341,0.00261437908496732,0.277777777777778,0.444444444444444,0,0.333333333333333,0,0.111111111111111,1,1,2,0,0.9,0.88,5,6,10,12,-1,-0.02,6,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
2,10087,3,"female",50,50,39,49,0.0909090909090909,NA,NA,2,0,100,10099,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,2,0,0,0,6,-0.168212055933954,0,-0.666199965342534,2,-0.494889133278645,0.450261718079341,0.00261437908496732,0.277777777777778,0.444444444444444,0,0.333333333333333,0,0.111111111111111,1,1,2,0,1,0.98,0,1,0,2,-1,-0.02,11,-1,"worst",0,"correct",-1,"underestimate",0,0
2,10087,4,"female",52,55,48,55,0,44,4,2,0,100,10099,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,2,0,0,0,6,-0.168212055933954,0,-0.666199965342534,2,-0.494889133278645,0.450261718079341,0.00261437908496732,0.277777777777778,0.444444444444444,0,0.333333333333333,0,0.111111111111111,1,1,1,0,1.05769230769231,1.05769230769231,3,3,5.76923076923077,5.76923076923077,0,0,7,-1,"worst",1,"overestimate",1,"overestimate",0,1
2,10087,5,"female",58,46,53,48,0.285714285714286,55.2,2.2,2,0,100,10099,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,2,0,0,0,6,-0.168212055933954,0,-0.666199965342534,2,-0.494889133278645,0.450261718079341,0.00261437908496732,0.277777777777778,0.444444444444444,0,0.333333333333333,0,0.111111111111111,1,1,2,0,0.793103448275862,0.827586206896552,12,10,20.6896551724138,17.2413793103448,2,0.0344827586206897,7,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
2,10087,6,"female",53,36,56,40,0.2,43.2,12.8,5,1,100,10026,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,1,1,1,0,5,-0.523326396238968,12,1.75634536317577,0,-1.07711164301823,0.385785750481864,0.00806100217864924,0.277777777777778,0.444444444444444,0,0.277777777777778,0.666666666666667,0,1,1,2,1,0.679245283018868,0.754716981132076,17,13,32.0754716981132,24.5283018867925,4,0.0754716981132075,20,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
2,10087,7,"female",50,47,67,50,0.15,56.4,10.6,5,1,100,10026,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,1,1,1,0,5,-0.523326396238968,12,1.75634536317577,0,-1.07711164301823,0.385785750481864,0.00806100217864924,0.277777777777778,0.444444444444444,0,0.277777777777778,0.666666666666667,0,1,1,2,1,0.94,1,3,0,6,0,3,0.06,20,-1,"worst",-1,"underestimate",0,"correct",0,0
2,10087,8,"female",50,56,66,56,0,44.8,21.2,5,1,100,10026,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,1,1,1,0,5,-0.523326396238968,12,1.75634536317577,0,-1.07711164301823,0.385785750481864,0.00806100217864924,0.277777777777778,0.444444444444444,0,0.277777777777778,0.666666666666667,0,1,1,1,1,1.12,1.12,6,6,12,12,0,0,10,-1,"worst",1,"overestimate",1,"overestimate",0,1
2,10087,9,"female",52,54,65,56,0.181818181818182,43.2,21.8,5,1,100,10026,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,1,1,1,0,5,-0.523326396238968,12,1.75634536317577,0,-1.07711164301823,0.385785750481864,0.00806100217864924,0.277777777777778,0.444444444444444,0,0.277777777777778,0.666666666666667,0,1,1,2,1,1.03846153846154,1.07692307692308,2,4,3.84615384615385,7.69230769230769,-2,-0.0384615384615385,11,-1,"worst",1,"overestimate",1,"overestimate",0,0
2,10087,10,"female",58,60,69,60,0,48,21,5,1,100,10026,14,8,0.94883025366967,5,-0.523326396238968,0,-1.07711164301823,0.372150251504093,0.0269063180827887,1,1,1,0,5,-0.523326396238968,12,1.75634536317577,0,-1.07711164301823,0.385785750481864,0.00806100217864924,0.277777777777778,0.444444444444444,0,0.277777777777778,0.666666666666667,0,1,1,1,1,1.03448275862069,1.03448275862069,2,2,3.44827586206897,3.44827586206897,0,0,9,-1,"worst",1,"overestimate",1,"overestimate",0,1
3,10015,1,"male",53,35,43,38,0.375,42,1,5,1,100,10019,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,1,1,1,0,9,0.897130964981089,15,2.36198169530535,12,2.41622341541927,0.598761758458581,0.0274509803921569,0.388888888888889,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,1,1,2,1,0.660377358490566,0.716981132075472,18,15,33.9622641509434,28.3018867924528,3,0.0566037735849057,8,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
3,10015,2,"male",50,43,33,38,0.5,51.6,18.6,5,1,100,10019,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,1,1,1,0,9,0.897130964981089,15,2.36198169530535,12,2.41622341541927,0.598761758458581,0.0274509803921569,0.388888888888889,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,1,1,2,1,0.86,0.76,7,12,14,24,-5,-0.1,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
3,10015,3,"male",50,50,36,45,0.357142857142857,NA,NA,5,1,100,10019,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,1,1,1,0,9,0.897130964981089,15,2.36198169530535,12,2.41622341541927,0.598761758458581,0.0274509803921569,0.388888888888889,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,1,1,2,1,1,0.9,0,5,0,10,-5,-0.1,14,-1,"worst",0,"correct",-1,"underestimate",0,0
3,10015,4,"male",52,40,50,40,0,48,2,5,1,100,10019,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,1,1,1,0,9,0.897130964981089,15,2.36198169530535,12,2.41622341541927,0.598761758458581,0.0274509803921569,0.388888888888889,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,1,1,1,1,0.769230769230769,0.769230769230769,12,12,23.0769230769231,23.0769230769231,0,0,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
3,10015,5,"male",58,45,52,45,0,54,2,5,1,100,10019,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,1,1,1,0,9,0.897130964981089,15,2.36198169530535,12,2.41622341541927,0.598761758458581,0.0274509803921569,0.388888888888889,0.666666666666667,0.166666666666667,0.5,0.833333333333333,0.666666666666667,1,1,1,1,0.775862068965517,0.775862068965517,13,13,22.4137931034483,22.4137931034483,0,0,7,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
3,10015,6,"male",53,35,50,40,0.333333333333333,42,8,2,0,100,10042,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,3,0,1,0,10,1.2522453052861,7,0.746951476293145,4,0.0873333764609373,0.49203137516211,0,0.388888888888889,0.666666666666667,0.166666666666667,0.555555555555556,0.388888888888889,0.222222222222222,1,1,2,0,0.660377358490566,0.754716981132076,18,13,33.9622641509434,24.5283018867925,5,0.0943396226415094,15,-1,"worst",-1,"underestimate",-1,"underestimate",0,0
3,10015,7,"male",50,46,56,46,0,55.2,0.800000000000004,2,0,100,10042,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,3,0,1,0,10,1.2522453052861,7,0.746951476293145,4,0.0873333764609373,0.49203137516211,0,0.388888888888889,0.666666666666667,0.166666666666667,0.555555555555556,0.388888888888889,0.222222222222222,1,1,1,0,0.92,0.92,4,4,8,8,0,0,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
3,10015,8,"male",50,48,56,48,0,57.6,1.59999999999999,2,0,100,10042,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,3,0,1,0,10,1.2522453052861,7,0.746951476293145,4,0.0873333764609373,0.49203137516211,0,0.388888888888889,0.666666666666667,0.166666666666667,0.555555555555556,0.388888888888889,0.222222222222222,1,1,1,0,0.96,0.96,2,2,4,4,0,0,8,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
3,10015,9,"male",52,40,58,40,0,48,10,2,0,100,10042,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,3,0,1,0,10,1.2522453052861,7,0.746951476293145,4,0.0873333764609373,0.49203137516211,0,0.388888888888889,0.666666666666667,0.166666666666667,0.555555555555556,0.388888888888889,0.222222222222222,1,1,1,0,0.769230769230769,0.769230769230769,12,12,23.0769230769231,23.0769230769231,0,0,18,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
3,10015,10,"male",58,45,55,45,0,54,1,2,0,100,10042,16,12,1.75634536317577,7,0.18690228437106,3,-0.203777878408854,0.336575735861928,0.0198257080610022,3,0,1,0,10,1.2522453052861,7,0.746951476293145,4,0.0873333764609373,0.49203137516211,0,0.388888888888889,0.666666666666667,0.166666666666667,0.555555555555556,0.388888888888889,0.222222222222222,1,1,1,0,0.775862068965517,0.775862068965517,13,13,22.4137931034483,22.4137931034483,0,0,10,-1,"worst",-1,"underestimate",-1,"underestimate",0,1
